Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDO49,10.6,0.842533952592131,Breakfast,49.7008,OUT046,1997,961.4152,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDH34,8.63,1.5216391623493513,Snack Foods,184.6582,OUT019,1985,185.7582,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDJ38,8.6,0.9974615952136933,Canned,188.553,OUT013,1987,3795.06,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDG32,19.85,0.9029122281182009,Fruits and Vegetables,224.0772,OUT046,1997,1556.6404,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
DRQ35,9.3,1.0045873839472372,Hard Drinks,125.5388,OUT017,2007,2848.2924,6,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FDK25,11.6,1.5551596581108358,Breakfast,167.8474,OUT019,1985,336.8948,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDD58,7.76,0.8917236394000452,Snack Foods,99.67,OUT018,2009,1897.53,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDB15,10.895,0.9108046809849791,Dairy,265.2568,OUT035,2004,4218.5088,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
DRF60,10.8,0.8,Soft Drinks,238.1564,OUT018,2009,5243.8408,4,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
FDH04,6.114999999999999,1.4711343822665732,Frozen Foods,91.0488,OUT019,1985,271.6464,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDM04,9.195,0.999844417842335,Frozen Foods,52.8666,OUT049,1999,1384.1982,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDO58,19.6,1.001594058025161,Snack Foods,166.0526,OUT049,1999,3124.5994,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDQ24,15.7,0.8726934105844663,Baking Goods,253.3724,OUT017,2007,6795.1548,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
DRP35,18.85,0.9158611322155003,Hard Drinks,127.4336,OUT045,2002,894.8352,11,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
DRI47,14.7,0.8976708721077491,Hard Drinks,144.5128,OUT013,1987,3307.6944,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
FDF35,15.0,0.9975283090182522,Starchy Foods,108.5938,OUT013,1987,1393.5194,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDP31,21.1,0.9990612094497121,Fruits and Vegetables,65.0168,OUT046,1997,639.168,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDQ52,17.0,1.0031672272664758,Frozen Foods,248.3434,OUT018,2009,6208.585,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDM12,16.7,0.8152266596528045,Baking Goods,188.6214,OUT035,2004,565.2642,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
NCS42,8.6,0.998247563572081,Household,92.5146,OUT046,1997,2006.7212,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
FDO31,6.76,1.004841435836499,Fruits and Vegetables,79.296,OUT017,2007,1118.544,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDU19,8.77,1.0146726414058735,Fruits and Vegetables,173.9422,OUT046,1997,3103.9596,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCE19,8.97,0.8990154752970196,Household,53.4956,OUT027,1985,2129.2284,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDR16,5.845,0.9980014588314493,Frozen Foods,213.2218,OUT035,2004,7266.5412,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDF56,16.7,0.8648078790870786,Fruits and Vegetables,181.9976,OUT045,2002,5432.928,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
DRJ59,11.65,1.5164308087913971,Hard Drinks,38.8164,OUT010,1998,77.2328,15,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FDH16,10.5,0.9948517424335935,Frozen Foods,88.283,OUT027,1985,2157.192,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDI28,14.3,1.0012240543430273,Frozen Foods,78.3302,OUT049,1999,1267.6832,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDC58,10.195,0.8333333333333334,Snack Foods,45.7428,OUT027,1985,615.1992,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDU13,8.355,0.9159088202167394,Canned,148.0418,OUT046,1997,1471.418,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDX58,13.15,0.9219595405923378,Snack Foods,183.095,OUT046,1997,1830.95,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDU16,19.25,0.75,Frozen Foods,82.5908,OUT045,2002,922.7988,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDX35,5.035,0.8775451225236299,Breads,228.2036,OUT045,2002,2504.7396,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDL21,15.85,0.8692813705987918,Snack Foods,41.048,OUT046,1997,798.96,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
DRM37,15.35,0.8298212202340075,Soft Drinks,197.3768,OUT013,1987,3350.3056,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
FDR35,12.5,1.0012983197208747,Breads,197.2742,OUT049,1999,3782.4098,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDW32,18.35,1.3899071965409497,Fruits and Vegetables,87.5882,OUT010,1998,171.7764,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDY34,10.5,0.864800118380373,Snack Foods,167.0842,OUT027,1985,6465.5838,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDQ44,20.5,0.9974305617474499,Fruits and Vegetables,120.1756,OUT013,1987,2059.9852,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
DRD24,13.85,0.9129461437581124,Soft Drinks,143.1154,OUT049,1999,2552.6772,14,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
DRE12,4.59,0.8571428571428571,Soft Drinks,111.186,OUT045,2002,1245.046,11,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
NCX29,10.0,0.847391186854501,Health and Hygiene,147.1102,OUT013,1987,2916.204,26,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
FDS07,12.35,1.001845018810036,Fruits and Vegetables,113.6518,OUT018,2009,1593.9252,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDI27,8.71,1.0619472310166145,Dairy,43.8744,OUT027,1985,1222.4088,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDL02,20.0,0.8411223130054002,Canned,107.4622,OUT013,1987,1587.933,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDN58,13.8,1.0041129829773645,Snack Foods,232.6984,OUT018,2009,1390.1904,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
DRK12,9.5,1.0168511730837813,Soft Drinks,33.39,OUT045,2002,732.38,11,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
FDC60,5.425,0.73660452986318,Baking Goods,88.3514,OUT046,1997,2833.6448,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDV45,16.75,0.9042972367277665,Snack Foods,187.9556,OUT049,1999,2440.8228,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDB23,19.2,0.8571428571428572,Starchy Foods,223.8062,OUT045,2002,5642.655,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
NCA29,10.5,0.880525062412038,Household,171.3106,OUT046,1997,3593.3226,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
FDO20,12.85,1.0306457979031216,Fruits and Vegetables,252.0382,OUT018,2009,4037.4112,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCH55,16.35,1.4438389233187692,Household,127.502,OUT019,1985,379.506,28,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
FDO32,6.36,1.0010958906964986,Fruits and Vegetables,45.706,OUT045,2002,838.908,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDS59,14.8,1.45474617416868,Breads,111.857,OUT019,1985,109.857,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDR59,14.5,0.9211923053768624,Breads,263.2594,OUT013,1987,2878.2534,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDS55,7.02,0.9189200863820001,Fruits and Vegetables,150.0734,OUT045,2002,4454.202,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDT21,7.42,1.0139005847340994,Snack Foods,247.1092,OUT035,2004,4233.1564,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
NCR38,17.25,0.8875843373869375,Household,253.5724,OUT046,1997,5033.448,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
FDJ22,18.75,0.9042682261501405,Snack Foods,190.6504,OUT045,2002,1342.2528,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDB57,20.25,1.0056981254195114,Fruits and Vegetables,220.5772,OUT017,2007,2446.1492,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDR52,12.65,0.8475999818078139,Frozen Foods,192.3846,OUT013,1987,1910.846,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
NCO41,12.5,0.8986814760091912,Health and Hygiene,96.7384,OUT046,1997,2167.8448,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
FDG47,12.8,1.5028453974189586,Starchy Foods,261.4252,OUT010,1998,262.3252,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDB44,6.655,0.8333333333333333,Fruits and Vegetables,212.4586,OUT017,2007,2743.7618,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDY14,10.3,0.9998666550762971,Dairy,263.0226,OUT046,1997,4229.1616,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCN55,14.6,1.0440838513002226,Others,239.2538,OUT017,2007,3605.307,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDV48,9.195,0.9019428340636133,Baking Goods,77.4644,OUT018,2009,1414.1592,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDA21,13.65,0.9987064986083981,Snack Foods,185.2924,OUT035,2004,3146.5708,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDZ27,7.935,1.0410980382519637,Dairy,51.235,OUT049,1999,848.895,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDW58,20.75,0.9996783118398794,Snack Foods,104.1622,OUT013,1987,1693.7952,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDH45,15.1,0.8891724937110803,Fruits and Vegetables,41.6796,OUT049,1999,784.3124,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDH38,6.425,1.5535755278508216,Canned,115.2808,OUT019,1985,117.1808,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDL43,10.1,0.9997754871189474,Meat,76.367,OUT046,1997,765.67,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDD38,16.75,0.8999999999999999,Canned,100.3674,OUT027,1985,1833.6132,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDV02,16.75,1.0011579500756809,Dairy,173.0106,OUT049,1999,3593.3226,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCF31,9.13,0.8878767035745936,Household,152.8024,OUT046,1997,1214.4192,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
NCN05,8.235,1.0018821983494304,Health and Hygiene,182.195,OUT018,2009,2380.235,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
FDZ16,16.85,0.8074672307922397,Frozen Foods,194.1478,OUT013,1987,5812.434,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
NCT18,14.6,0.9950020433377627,Household,181.5976,OUT027,1985,4165.2448,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
NCP50,17.35,0.907146641360611,Others,79.4618,OUT035,2004,1772.3596,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
FDW13,8.5,1.5315371994907099,Canned,50.5324,OUT019,1985,207.7296,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NCS53,14.5,0.9190112977045453,Health and Hygiene,159.9604,OUT017,2007,2218.4456,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
DRG03,14.5,0.8814931427803591,Dairy,153.0998,OUT046,1997,4921.5936,16,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
DRE60,9.395,0.8927147760885781,Soft Drinks,227.872,OUT017,2007,1584.604,6,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FDK21,7.905,0.9132556540395356,Snack Foods,248.3408,OUT045,2002,751.0224,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDF52,9.3,1.504494450175696,Frozen Foods,183.3292,OUT019,1985,364.8584,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NCN43,12.15,1.4024475379325274,Others,121.373,OUT019,1985,246.346,28,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
FDW13,8.5,0.8747287902877764,Canned,52.5324,OUT046,1997,1194.4452,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDW14,8.3,0.9985179953672946,Dairy,87.7198,OUT035,2004,1831.6158,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDG24,7.975,0.9990697618997605,Baking Goods,84.525,OUT046,1997,416.125,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDR19,13.5,1.0014331020352418,Fruits and Vegetables,145.4102,OUT045,2002,3499.4448,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
NCG06,16.35,0.9955559508713081,Household,256.1646,OUT027,1985,5926.2858,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDK10,5.785,0.9990384318948441,Snack Foods,181.366,OUT035,2004,1977.426,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
DRK12,9.5,1.0205332166942405,Soft Drinks,32.09,OUT017,2007,432.77,6,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FDY55,16.75,1.1644510079289747,Fruits and Vegetables,258.0988,OUT045,2002,8994.958,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDV04,7.825,0.9080479103352987,Frozen Foods,158.4288,OUT027,1985,2985.4472,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDE23,17.6,0.8333333333333333,Starchy Foods,46.006,OUT046,1997,326.242,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDI08,18.2,1.0018821836284044,Fruits and Vegetables,250.2092,OUT018,2009,2988.1104,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
DRA12,11.6,1.6084927571279883,Soft Drinks,143.0154,OUT010,1998,283.6308,15,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FDF22,6.865,0.9247649852335793,Snack Foods,212.0218,OUT018,2009,2350.9398,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDQ57,7.275,0.8438774921932133,Snack Foods,145.976,OUT049,1999,3515.424,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDP07,18.2,0.9989849601903904,Fruits and Vegetables,197.511,OUT046,1997,392.822,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
DRE37,13.5,0.8333333333333333,Soft Drinks,189.1872,OUT035,2004,1890.872,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
DRF25,9.0,0.9026384058005394,Soft Drinks,36.119,OUT013,1987,1098.57,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
DRF03,19.1,0.9213603706978278,Dairy,38.8138,OUT013,1987,731.0484,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
FDN51,17.85,0.9973191787367515,Meat,260.2936,OUT035,2004,4175.8976,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDD21,10.3,1.1280488598177745,Fruits and Vegetables,114.2176,OUT018,2009,2175.8344,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCY42,6.38,0.9993128418562336,Household,145.147,OUT046,1997,3006.087,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
FDH28,15.85,0.8888888888888888,Frozen Foods,37.0506,OUT027,1985,986.7156,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCZ29,15.0,1.4321268576767747,Health and Hygiene,126.3362,OUT010,1998,503.3448,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FDN60,15.1,0.9023412420878247,Baking Goods,159.2604,OUT046,1997,2852.2872,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCW06,16.2,0.8928807153906096,Household,191.6162,OUT018,2009,1731.7458,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
NCS30,5.945,0.9204773652046674,Household,129.3652,OUT018,2009,4391.6168,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
FDW26,11.8,1.4445814441259448,Dairy,224.2772,OUT010,1998,667.1316,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDQ01,19.7,0.9989328058106703,Canned,256.1014,OUT049,1999,3060.0168,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDH27,7.075,1.4842375616556458,Dairy,145.0128,OUT019,1985,143.8128,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
NCX41,19.0,0.89672353035769,Health and Hygiene,211.9244,OUT018,2009,2117.244,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
FDH58,12.3,1.028441356693472,Snack Foods,115.9834,OUT049,1999,2073.3012,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
DRB25,12.3,1.5039352401658965,Soft Drinks,107.0938,OUT010,1998,214.3876,15,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FDG45,8.1,0.9071956613390741,Fruits and Vegetables,210.4902,OUT045,2002,5309.755,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDP11,15.85,0.848672518141536,Breads,216.6166,OUT046,1997,4136.6154,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDV19,14.85,0.9019300154293353,Fruits and Vegetables,161.2578,OUT046,1997,4171.9028,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDT32,19.0,0.8482736428526502,Fruits and Vegetables,186.5214,OUT046,1997,2261.0568,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCU53,5.485,0.8554894601592787,Health and Hygiene,166.2842,OUT035,2004,1989.4104,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
NCA30,19.0,0.8912250901546038,Household,188.8872,OUT035,2004,3592.6568,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
FDH20,16.1,0.8571428571428571,Fruits and Vegetables,98.441,OUT017,2007,868.869,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
DRD25,6.135,0.8888888888888888,Soft Drinks,114.286,OUT046,1997,2376.906,16,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDK25,11.6,0.8880526720534124,Breakfast,168.0474,OUT035,2004,4379.6324,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDF02,16.2,0.9978014273829466,Canned,101.399,OUT049,1999,1031.99,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDC04,15.6,0.8703594244545647,Dairy,242.3854,OUT049,1999,2416.854,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDH21,10.395,0.8304268792550674,Seafood,159.4604,OUT013,1987,316.9208,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
DRG03,14.5,0.8850839718041416,Dairy,154.2998,OUT018,2009,1691.7978,4,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
NCY06,15.25,1.0042674072017292,Household,132.2968,OUT017,2007,1696.4584,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDM08,10.1,0.9183845601790173,Fruits and Vegetables,222.9088,OUT045,2002,5145.3024,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
NCD31,12.1,0.8816134654607776,Household,166.0526,OUT049,1999,3617.9572,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDU09,7.71,0.9967960972005931,Snack Foods,54.1956,OUT027,1985,3002.758,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDB49,8.3,0.8105732349402847,Baking Goods,98.5384,OUT018,2009,1872.2296,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDQ58,7.315,1.125127919886525,Snack Foods,154.034,OUT045,2002,612.536,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDJ58,15.6,0.853287786045495,Snack Foods,172.6764,OUT017,2007,2920.1988,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
NCN30,16.35,0.8949251411236809,Household,96.641,OUT027,1985,1544.656,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDA52,16.2,1.0020118617499087,Frozen Foods,175.537,OUT049,1999,3528.74,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCN42,20.25,1.0362961368457044,Household,145.6418,OUT027,1985,3825.6868,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDF04,17.5,0.915908795643457,Frozen Foods,258.5304,OUT046,1997,6199.9296,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDY15,18.25,0.9058354581792968,Dairy,155.863,OUT018,2009,2346.945,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDT03,21.25,0.9069829681892387,Meat,185.5608,OUT027,1985,3307.6944,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
DRL59,16.75,1.273045026535942,Hard Drinks,54.2298,OUT019,1985,161.7894,28,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
FDW08,12.1,1.0040852262567441,Fruits and Vegetables,106.528,OUT018,2009,1171.808,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDO50,16.25,1.1252227756628215,Canned,91.1804,OUT013,1987,1929.4884,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDP26,7.785,0.8716266424091808,Dairy,102.5306,OUT018,2009,1358.8978,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDX01,10.1,1.50421489946926,Canned,118.115,OUT010,1998,116.515,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDU22,12.35,0.8806913163796533,Snack Foods,119.9124,OUT017,2007,2014.7108,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDQ08,15.7,0.8304748816368386,Fruits and Vegetables,60.2536,OUT035,2004,1163.8184,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
NCN54,20.35,0.997502925736262,Household,79.1328,OUT035,2004,1235.7248,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
FDR01,5.405,0.8980679574839568,Canned,200.1742,OUT027,1985,6171.3002,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDB53,13.35,0.9943207254711754,Frozen Foods,147.5392,OUT027,1985,5219.872,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
DRN47,12.1,0.9330875440441406,Hard Drinks,178.566,OUT035,2004,3775.086,9,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
